,reviews,date,clean_review,sentiment
299,"✅ Trip Verified |  Banyuwangi to Jakarta. First time flying on a CRJ1000 on GA's ExploreJet brand and I was surprised at how much leg room there was. I was unfortunate to have picked a seat on one of those awkward rows between two windows so I had to lean forward or crane my neck behind me to look out the window which was disappointing but I blame only my poor luck. The plane was clean and comfortable. Flight attendants were fantastic. For this short domestic flight, we only got a small snack box consisting of bread, an Indonesian rice cake snack called lemper, and the flight attendants served a variety of drinks. All were just enough to fill you but nothing more. There was no IFE. Overall a short but comfortable and pleasant flight.",2018-01-04,banyuwangi jakarta first time fly crj1000 gas explorejet brand surprised much leg room unfortunate picked seat one awkward row two window lean forward crane neck behind look window disappoint blame poor luck plane clean comfortable flight attendant fantastic short domestic flight get small snack box consist bread indonesian rice cake snack call lemper flight attendant serve variety drink enough fill nothing ife overall short comfortable pleasant flight,Positive
300,"✅ Trip Verified |  Jakarta to Hong Kong return. The cabin crew did an exceptional job  and upon my return, the Maitre du Cabin greeted every passenger on business class to thank them for choosing Garuda Indonesia. The food selection were of three main courses and mostly were of Asian influence. Both presentation and quality were superior and I wish they collaborate permanently with renown chefs as their panels. Quality of amenity and toiletry kits have been upgraded to Clarins which feel more luxurious. If there's downside of the flights would be the choices of beverages which were  limited. Choices of alcoholic beverages look somewhat dull and dry compared to other airlines and they still don't provide signature cocktail and mocktail until now which is a pity. All in all, I'd recommend to take business class of Garuda Indonesia, as they gave me nice and comfortable service during my flights.",2018-01-03,jakarta hong kong return cabin crew exceptional job upon return maitre du cabin greet every passenger business class thank choose garuda indonesia food selection three main course mostly asian influence presentation quality superior wish collaborate permanently renown chef panel quality amenity toiletry kit upgraded clarins feel luxurious there downside flight would choice beverage limited choice alcoholic beverage look somewhat dull dry compare airline still dont provide signature cocktail mocktail pity id recommend take business class garuda indonesia give nice comfortable service flight,Positive
301,"✅ Trip Verified |  Jakarta to Banyuwangi. My problem was the ground officers from check in desk - excess baggage payment desk - baggage loading in Soekarno Hatta Airport. I had almost 20kg of excess baggage with 2 bags. The check in counter was displayed less than 1.5 hours prior to the scheduled flight, so went there and finally after 10 or 15 min i got my turn. I tried to move couple of stuff and continue checkin process in the other desk. I already had my boarding pass printed from the 1st desk, I should only need to drop my baggage here. I have to pay the excess in the other desk before my bags could be proceed. So,Ii went to the other desk, pay there and the girl told me that I could print the receipt and bring the note only with some notes from her because it was 13.00 my flight on 13.30 and i have to board immediately. I went back to the 2nd desk, run because terminal 3 is quite huge, and got questioned ""where is the receipt?"" I tried to explain but the girls still got nothing from my explanation, my bags were on hold not moving anywhere yet, she need to make a confirmation by run here and there and finally run to the previous 3rd desk - 15 minutes before boarding I run to the gate. Had to take the shuttle to the plane. The flight was on time, but the baggage were not and we have to wait for our baggage to be distributed the next day.  Please, fix your coordination in the checkin desk, at least install some internal phone.",2017-12-29,jakarta banyuwangi problem ground officer check desk excess baggage payment desk baggage load soekarno hatta airport almost 20kg excess baggage 2 bag check counter displayed less 15 hour prior schedule flight go finally 10 15 min get turn try move couple stuff continue checkin process desk already boarding pas print 1st desk need drop baggage pay excess desk bag could proceed soii go desk pay girl told could print receipt bring note note 1300 flight 1330 board immediately go back 2nd desk run terminal 3 quite huge get question receipt try explain girl still get nothing explanation bag hold move anywhere yet need make confirmation run finally run previous 3rd desk 15 minute boarding run gate take shuttle plane flight time baggage wait baggage distribute next day please fix coordination checkin desk least install internal phone,Negative
302,"✅ Trip Verified |  Sydney to Jakarta and then return from Jakarta via Denpasar. I had a very good experience. The food and comfort were decent, and the staff service was very, very good: they were very polite and friendly. One issue that I did have was that there each seat did not have its own charging port on the aircraft used for these flights. Additionally, there is no vegetarian option available for the short haul, domestic  flights. This isn't a huge issue as the flights are very long, however, I was able to request a vegetarian meal for the Jakarta-Denpasar leg and to be told that they never have vegetarian options for this route was a little irritating, however, the staff were very apologetic about it. Overall, I had a very good experience with Garuda Indonesia and certainly recommend them.",2017-12-28,sydney jakarta return jakarta via denpasar good experience food comfort decent staff service good polite friendly one issue seat charge port aircraft use flight additionally vegetarian option available short haul domestic flight isnt huge issue flight long however able request vegetarian meal jakartadenpasar leg told never vegetarian option route little irritate however staff apologetic overall good experience garuda indonesia certainly recommend,Positive
303,"✅ Trip Verified | I flew with my daughter from Tokyo's Narita airport to Yogyakarta via Denpasar Bali on December 25th, 2017. The check in process in Narita was flawless as we were assisted all the way to the aircraft by a great ground support team. The onboard cabin crew were outstanding and very helpful. Nothing was any bother to the cabin crew and the onboard chef prepared a fabulous meal. Arriving in Denpasar, Bali for our connecting flight to Yogyakarta we had to clear immigration and customs. This also was seamless with help of the Garuda ground support team who took us from the International arrivals to Domestic terminal. We had to wait in the lounge for approx. 35 minutes prior to boarding are flight to Yogyakarta, however during this time the Garuda support team were on hand to assist. The free Wi-Fi connectivity was excellent with good download speeds.",2017-12-27,flew daughter tokyo narita airport yogyakarta via denpasar bali december 25th 2017 check process narita flawless assist way aircraft great ground support team onboard cabin crew outstanding helpful nothing bother cabin crew onboard chef prepared fabulous meal arrive denpasar bali connect flight yogyakarta clear immigration custom also seamless help garuda ground support team take us international arrival domestic terminal wait lounge approx 35 minute prior boarding flight yogyakarta however time garuda support team hand assist free wifi connectivity excellent good download speed,Positive
304,"✅ Trip Verified |  Flew on GA088 from Bali to Narita Tokyo on Wednesday December 20th. It was an overnight flight and I was flying with my young daughter. The Garuda ground support team in Bali were very helpful and provided us with excellent service while on the ground and then they escorted us to the plane. The Garuda cabin crew were very welcoming and could not do enough to help myself and my daughter onboard. We got some good sleep before waking up 1 hour before landing to a very well-prepared breakfast. On arrival at Narita we were met by the Garuda ground support team and was escorted all the way through immigration and customs. This is a great, fast and efficient service. Overall a great service on the ground and in the air.",2017-12-26,flew ga088 bali narita tokyo wednesday december 20th overnight flight fly young daughter garuda ground support team bali helpful provide us excellent service ground escort us plane garuda cabin crew welcome could enough help daughter onboard get good sleep wake 1 hour land wellprepared breakfast arrival narita met garuda ground support team escort way immigration custom great fast efficient service overall great service ground air,Positive
305,"✅ Trip Verified | Worst experience in my life, GA423, flight from Denpasar to Jakarta was canceled. Flight should be scheduled on 19.00pm, but delayed until 20:15, delayed again to 22:40, and finally one of the staff from Garuda informed us that the flight was canceled. They forced us to take AirAsia without compensation. No heavy meal and compensation given.",2017-12-21,bad experience life ga423 flight denpasar jakarta cancel flight schedule 1900pm delayed 2015 delayed 2240 finally one staff garuda inform us flight cancel force us take airasia without compensation heavy meal compensation give,Negative
306,"✅ Trip Verified |  Jakarta to Amsterdam in September. Before take-off, a passenger had his seat reclined and fully extended forward. Only at the very last few minutes before take-off did the flight attendant ask this passenger to adjust his seat back to upright position. He only slightly adjusted the seat. Seat space and adjustment were not as comfy as in Cathay or SQ. The seat could only extend a certain distance forward or back before the seat back had to move to adjust. The food was sub-standard. My fave champagne Billecart-Salmon Brut Rose that used to be served was downgraded to a fairly ordinary brand. The entertainment was pathetic for me. I pressed the call button and no one came. So I turned off the notification light. I pressed the call button again. Still no one came and I finally had to flag down a flight attendant who walked past.",2017-12-18,jakarta amsterdam september takeoff passenger seat recline fully extend forward last minute takeoff flight attendant ask passenger adjust seat back upright position slightly adjust seat seat space adjustment comfy cathay sq seat could extend certain distance forward back seat back move adjust food substandard fave champagne billecartsalmon brut rise use serve downgrade fairly ordinary brand entertainment pathetic press call button one come turn notification light press call button still one come finally flag flight attendant walk past,Positive
307,"✅ Trip Verified | Had the misfortune of flying Garuda from Yogyakarta to Jakarta last night. I had taken particular care booking a vegetarian meal for the flight. However, the same was not available on the flight. The flight attendent on GA 215, was completely inconsiderate and even said I could have the non-vegetarian meal instead. This complete lack of understanding is not what I expected from an airline that claims to be awarded for its service! Last year I had flown Garuda from Surabaya to Jakarta and I faced the same issue. Being a frequent traveller myself, vegetarian food is a basic option that all airlines across the world have. Hopefully this is the last time I fly with Garuda!",2017-12-15,misfortune fly garuda yogyakarta jakarta last night take particular care book vegetarian meal flight however available flight flight attendent ga 215 completely inconsiderate even say could nonvegetarian meal instead complete lack understand expect airline claim award service last year flown garuda surabaya jakarta face issue frequent traveller vegetarian food basic option airline across world hopefully last time fly garuda,Positive
308,"✅ Trip Verified | Melbourne to Jakarta, Saturday 9th December 2017. Appalling flight from an airline that has worked hard to change its image over the years. After a mix up with the gates we trudged to our plane and were then bundled in and off we went. The staff seemed distracted from the moment we got on and the usual feeling of welcome was missing. I fly Garuda because it is not a budget airline, this flight was advertised as having a meal, I did not eat at some of the new restaurants in terminal 3 at Jakarta airport as I thought we would be eating on board. What we were offered on board was a packet of nuts or a strange wrapped chicken thing. The drinks trolley was practically empty and my travelling companion could not get a vodka and tomato juice. The plane did not appear as though it had been refilled. Disappointing as the food and drinks are usually good on Garuda flights. Trying to get staff attention during the flight was impossible, what was going on? Secret air cabin staff business?",2017-12-13,melbourne jakarta saturday 9th december 2017 appal flight airline work hard change image year mix gate trudge plane bundle go staff seem distract moment get usual feel welcome miss fly garuda budget airline flight advertised meal eat new restaurant terminal 3 jakarta airport thought would eat board offer board packet nut strange wrap chicken thing drink trolley practically empty travel companion could get vodka tomato juice plane appear though refill disappoint food drink usually good garuda flight try get staff attention flight impossible go secret air cabin staff business,Negative
309,"✅ Trip Verified | Flew London Heathrow to Jakarta on GA87 on December 2nd, 2017. The flight itself was excellent as was the onboard services. The ground staff in Jakarta were excellent and on hand to help when we landed and help the baggage and process. However the same could not be said for the check in process at London Heathrow Airport. In London it was a complete shambles to say the least with many people roaming around not know where to check in. I waited for more that 1 hour for check in to open and there as no seating as the check in area is in a remote area of Heathrow Terminal-3. Garuda should be more considerate in highlighting the actual check in location and time of when check in will open. The check in process at Heathrow was the low point of an excellent flight.",2017-12-13,flew london heathrow jakarta ga87 december 2nd 2017 flight excellent onboard service ground staff jakarta excellent hand help land help baggage process however could say check process london heathrow airport london complete shamble say least many people roam around know check wait 1 hour check open seat check area remote area heathrow terminal3 garuda considerate highlight actual check location time check open check process heathrow low point excellent flight,Positive
310,"✅ Trip Verified |  Bangkok to Jakarta. I have been on GA most of the times for many years but this is the worst. Notified to be 60 min delayed and finally it was 90 mins late. Onboard, ran out of blanket even before take off. Poor food and no words of apologies. Arrived at a bus gate and makes it even more late.",2017-12-04,bangkok jakarta ga time many year bad notify 60 min delayed finally 90 min late onboard ran blanket even take poor food word apology arrive bus gate make even late,Negative
311,"✅ Trip Verified | A very pleasant day flight from Jakarta to London on GA 86. The cabin crew gave impeccable service throughout the 14+ hour flight, additionally the cabin crew were warm and very attentive. The food presentation and selection was outstanding. Additionally the free onboard Wi-Fi had very good connectivity with very few blind spots. The flight arrived in London Heathrow on schedule, which allowed me to change terminals very quickly and allowed me to get my connection with time to spare.",2017-12-04,pleasant day flight jakarta london ga 86 cabin crew give impeccable service throughout 14 hour flight additionally cabin crew warm attentive food presentation selection outstanding additionally free onboard wifi good connectivity blind spot flight arrive london heathrow schedule allow change terminal quickly allow get connection time spare,Positive
312,"✅ Trip Verified |  Singapore to Jakarta. Bought the tickets last minute online, got a very good deal due to the Garuda travel festival. Despite the old plane, the interior was refurbished. Third time this year on Garuda and a bit of a delay (I can say ‘as usual’). The flight crew were as rated nice and friendly. Food variety was good, though not special. The inflight entertainment has the most recent movies however the way the movies are organized on the system could have been managed better. I would fly with them again as they are cheaper than their direct completion but yet quality of service is good.",2017-12-03,singapore jakarta bought ticket last minute online get good deal due garuda travel festival despite old plane interior refurbish third time year garuda bit delay say usual flight crew rat nice friendly food variety good though special inflight entertainment recent movie however way movie organize system could manage well would fly cheaper direct completion yet quality service good,Positive
313,"✅ Trip Verified | Garuda Indonesia is a full service airlines and it really shows it. From my experience, Jakarta to Bangkok was an excellent flight. The flight was punctual as there is no delay. The cabin crew work very efficiently and gave smiles to everyone onboard. However IFE really need to be updated with more movies.",2017-12-02,garuda indonesia full service airline really show experience jakarta bangkok excellent flight flight punctual delay cabin crew work efficiently give smile everyone onboard however ife really need update movie,Positive
314,"✅ Trip Verified | Denpasar to Singapore. The true quality of an airline you see in critical moments where standard procedures cannot be applied. And that's where Garuda is probably worst. My flight got cancelled (DPS airport was closed due to the volcano), but they didn't make an announcement about it, everyone was at the gate and went to the counter to ask whats happening. Finally  we were able to pick up out luggage which was brought to us trolley by trolley, it took approx. 2 hrs to get all luggage back. ",2017-11-30,denpasar singapore true quality airline see critical moment standard procedure apply thats garuda probably bad flight get cancel dp airport close due volcano didnt make announcement everyone gate go counter ask whats happen finally able pick luggage brought us trolley trolley take approx 2 hr get luggage back,Negative
315,"✅ Trip Verified |  Surabaya to Jakarta, a 90 mins domestic flight. My second time flying with Garuda and always love attentiveness of the FAs. But it would be great if they can upgrade their AVOD system by adding more movies or perhaps change their PTV screen into a bigger one. They didn't they provide meals during this 90 mins domestic flight?",2017-11-22,surabaya jakarta 90 min domestic flight second time fly garuda always love attentiveness fa would great upgrade avod system add movie perhaps change ptv screen big one didnt provide meal 90 min domestic flight,Positive
316,"✅ Trip Verified |  Bandar Lampung to Denpasar via Jakarta. The first flight had a slight delay caused by late arrival of the plane but all was fine. Jakarta to Denpasar was good, the crew were really nice and attentive. The service is exceptional. I will definitely fly Garuda Indonesia again.",2017-11-22,bandar lampung denpasar via jakarta first flight slight delay cause late arrival plane fine jakarta denpasar good crew really nice attentive service exceptional definitely fly garuda indonesia,Positive
317,"✅ Trip Verified |  Amsterdam to Jakarta. Check in was with nice ground staff. A very warm welcome from the cabin crew, inflight the crew came to my seat and birthday cake was surprising me. Thank you Garuda Indonesia and the five star crew on flight GA89 AMS JKT 20th October.",2017-11-19,amsterdam jakarta check nice ground staff warm welcome cabin crew inflight crew come seat birthday cake surprising thank garuda indonesia five star crew flight ga89 am jkt 20th october,Positive
318,"✅ Verified Review |  Jakarta to Denpasar return. The plane was clean, my return flight used newer aircraft, A330-300 and staff were nice. I just wonder why we did not get any more candies before take off?, my suggestion since candy service is abolished, why not offer hot towel for long haul service such as to Australia, Japan or Europe. it is real good instead of candies. My suggestion is that you enlarge the meal portion a little bit, current portion is little too small.",2017-11-15,review jakarta denpasar return plane clean return flight use newer aircraft a330300 staff nice wonder get candy take suggestion since candy service abolish offer hot towel long haul service australia japan europe real good instead candy suggestion enlarge meal portion little bit current portion little small,Positive
319,"✅ Verified Review |  Tanjung to Balikpapan in June 2017. The first time using GA bombardier plane. Check in was smooth. Flight attendant is attentive, there is no IFE. The FA give the cake box shortly after take off. The take off was smooth but the landing is not due to bad weather in Balikpapan area. The seat below GA standard because this is the small  plane. This route is quite limited since the airport only serve few flights a day.",2017-11-12,review tanjung balikpapan june 2017 first time use ga bombardier plane check smooth flight attendant attentive ife fa give cake box shortly take take smooth land due bad weather balikpapan area seat ga standard small plane route quite limited since airport serve flight day,Negative
320,"✅ Verified Review |  Jakarta to Denpasar, night flew with only 3 passenger in business cabin. The cabin staff is very attentive - the most attentive cabin class I ever met. The food was good, I’d like their sweet meals.  The ground staff service in Denpasar is very effective.",2017-11-12,review jakarta denpasar night flew 3 passenger business cabin cabin staff attentive attentive cabin class ever met food good id like sweet meal ground staff service denpasar effective,Positive
321,"✅ Verified Review |  Jakarta to Sydney. I was supposed to fly two days earlier, but I missed my flight due to personal reasons. Nonetheless, I was able to get on the next available flight on this date without so much fuss; hence great customer service at Jakarta airport, they were very fast and efficient in dealing with my situation. The flight was also great, with superb service by the cabin crew. I was pampered from the moment I stepped on their plane, a welcoming drink and warm towel was given as soon as I sat. I love their comfy duvet and it's quite warm. I had some decent nachos and cheese for midnight meals, and some Indonesian cuisine of lontong Medan for breakfast. And that lontong was amazing! Overall Garuda really took me by surprise, a really pleasant flight.",2017-11-12,review jakarta sydney suppose fly two day earlier miss flight due personal reason nonetheless able get next available flight date without much fuss hence great customer service jakarta airport fast efficient deal situation flight also great superb service cabin crew pamper moment step plane welcome drink warm towel give soon sat love comfy duvet quite warm decent nacho cheese midnight meal indonesian cuisine lontong medan breakfast lontong amaze overall garuda really take surprise really pleasant flight,Positive
322,"✅ Verified Review |  Jakarta to Sydney. A very pleasant late evening flight despite a slight delay. We were delayed by half an hour, and Garuda provided a snack box to compensate the delay, which was a nice gesture. Cabin crew gave impeccable service throughout the 6-hour flight, they were warm and very efficient. I went to the bathroom after finishing my light supper, when I returned to my seat, the table had already been cleared. The food was amazing, I had prawn satays for light supper and poached eggs with sausages for breakfast. They both were delicious. The only disappointment was the IFE, their selection wasn't that good.",2017-11-10,review jakarta sydney pleasant late even flight despite slight delay delayed half hour garuda provide snack box compensate delay nice gesture cabin crew give impeccable service throughout 6hour flight warm efficient go bathroom finish light supper return seat table already clear food amaze prawn satays light supper poach egg sausage breakfast delicious disappointment ife selection wasnt good,Positive
323,"✅ Verified Review |  Bali to Jakarta on November 1st, 2017 on GA 409. Checking at Terminal D Ngurah Rai Airport was good. Everything is smooth, but there is no call for sky priority passenger to check in, although the aisle and gate is quite wide so it is no problem. The cabin crew were attentive, the food was surprisingly tasty on this flight, quite different to my last night flight a week before. I asked for coke zero (they offer it in business lounge) but sadly, there's no coke zero inside, so they offered me another choice of drink. The flight was good, a bit turbulent when we are flying on East Java. We landed on schedule and baggage came out quickly. I love their baggage service in Soekarno Hatta.",2017-11-10,review bali jakarta november 1st 2017 ga 409 check terminal ngurah rai airport good everything smooth call sky priority passenger check although aisle gate quite wide problem cabin crew attentive food surprisingly tasty flight quite different last night flight week ask coke zero offer business lounge sadly there coke zero inside offer another choice drink flight good bit turbulent fly east java land schedule baggage come quickly love baggage service soekarno hatta,Positive
324,"✅ Verified Review |  Yogyakarta to Jakarta. The flight was delayed and we took off 2.5 hours late. I asked the check in and they said it would be about 15 minutes. After boarding we waited another 30 minutes before pushback (doors closed). No apology that we were late. Missed flight to Istanbul, now in FM7 hotel for two nights and €2200 for new tickets to Toulouse. ",2017-10-27,review yogyakarta jakarta flight delayed take 25 hour late ask check say would 15 minute boarding wait another 30 minute pushback door close apology late miss flight istanbul fm7 hotel two night 2200 new ticket toulouse,Negative
325,"✅ Verified Review |  Flew Singapore to Jakarta on October 21st, 2017 on GA 823. When checking in at Singapore I found the check-in staff to be quite arrogant. In fact it seemed that checking me in was a major chore. However I was very happy when I got on aboard the plane as I was able to see smiling faces again from the Garuda cabin crew. The flight itself was good and landed on schedule and baggage came out very quickly.",2017-10-26,review flew singapore jakarta october 21st 2017 ga 823 check singapore found checkin staff quite arrogant fact seem check major chore however happy get aboard plane able see smile face garuda cabin crew flight good land schedule baggage come quickly,Positive
326,"✅ Verified Review | I was very impressed with Garuda Indonesia service. Starting from the airport transfer confirmation, ground staff handling and check in agent at the home airport, lounge and up to world class cabin crew who always full of hospitality and friendliness. One thing was beyond my expectation upon arrival at Schiphol, where I had flight to Basel with non-SkyTeam member and the ground staff were really helpful and made my transit and luggage transfer very smooth and I was not in hassle at all. They left in me comfort for my next flight. Two thumbs up Garuda for all the amazing service. Very satisfied and definitely flying back again to Europe.",2017-10-25,review impressed garuda indonesia service start airport transfer confirmation ground staff handle check agent home airport lounge world class cabin crew always full hospitality friendliness one thing beyond expectation upon arrival schiphol flight basel nonskyteam member ground staff really helpful make transit luggage transfer smooth hassle left comfort next flight two thumb garuda amaze service satisfied definitely fly back europe,Positive
327,✅ Verified Review |  London to Jakarta. Great service and a pleasure to fly with. We were lucky as the plane was empty so we were able to stretch out and have a whole row each. The food was great and plenty of films to choose from the in flight entertainment. The cabin crew were fantastic and nothing was too much effort. Would definitely fly with them again.,2017-10-19,review london jakarta great service pleasure fly lucky plane empty able stretch whole row food great plenty film choose flight entertainment cabin crew fantastic nothing much effort would definitely fly,Positive
328,"✅ Verified Review |  I travelled with my family from Jakarta to Hong Kong  on October 7th, 2017. Flight departed on time and arrived in Hong Kong at little ahead of schedule. The service at check in was excellent as there were attendants on hand to help us to proceed through immigration and to the lounge. Service in the lounge was good as was the boarding process. The on board meal service was very good and the cabin crew went out of their way to help and assist my two children. There was no Wi-Fi on board, however that was not an issue for a 4+ hour flight. Overall a very good service.",2017-10-17,review travel family jakarta hong kong october 7th 2017 flight depart time arrive hong kong little ahead schedule service check excellent attendant hand help us proceed immigration lounge service lounge good boarding process board meal service good cabin crew go way help assist two child wifi board however issue 4 hour flight overall good service,Positive
329,"✅ Verified Review |  Bali to London via Singapore. Great experience all round - from check in, flight connections, cabin crew, service, food - all excellent. All flights on the way out (we flew via Jakarta, Java on way out) and return were on time - even allowing for a late passenger on the flight from Jakarta to Bali). The food is, I think, the best we have ever had on a flight. The cabin crew were very attentive. Legroom good. Outward leg was about 16 hours flying in total as was return and we are very pleased we chose Garuda for such long flights",2017-10-15,review bali london via singapore great experience round check flight connection cabin crew service food excellent flight way flew via jakarta java way return time even allow late passenger flight jakarta bali food think best ever flight cabin crew attentive legroom good outward leg 16 hour fly total return pleased chose garuda long flight,Positive
330,"✅ Verified Review | Flight was short, as actual flight is less than an hour, but full service provided. Juice selection for welcome drink on board and hot towel provided before take off. It was great refreshment. Hot meal also provided with cold and hot drink choices.",2017-10-12,review flight short actual flight less hour full service provide juice selection welcome drink board hot towel provide take great refreshment hot meal also provide cold hot drink choice,Positive
331,"✅ Verified Review | Starting with friendly and helpful check-in staff, they handled my baggage with care, and 5kg over baggage was handle free of charge. Most airlines that I travelled with during this trip charged for baggage even for 2 or 3 kg. Check-in counter desk should be opened early, to avoid queue of check-n passengers. Flight attendants are very friendly and helpful. Food and beverages has enough choice and served with warm hospitality.",2017-10-11,review start friendly helpful checkin staff handle baggage care 5kg baggage handle free charge airline travel trip charge baggage even 2 3 kg checkin counter desk open early avoid queue checkn passenger flight attendant friendly helpful food beverage enough choice serve warm hospitality,Positive
332,"✅ Verified Review |  Flew from Jakarta to Amsterdam via Singapore. Flight was nice and on schedule. Mineral water and blanket provided on each seat, amenities such as socks and eyes cover also provided. Enough food and beverages with good choices. Flight attendant was very helpful and friendly. It was my second flight from Jakarta to Amsterdam with Garuda Indonesia. WiFi connection was enough and kept me online during the long haul flight.",2017-10-10,review flew jakarta amsterdam via singapore flight nice schedule mineral water blanket provide seat amenity sock eye cover also provide enough food beverage good choice flight attendant helpful friendly second flight jakarta amsterdam garuda indonesia wifi connection enough kept online long haul flight,Positive
333,"✅ Verified Review |  Jakarta to Tokyo return. I enjoy flying Garuda Indonesia. They have friendly ground staff and cabin crew. I always get the feeling of 'home' every time I fly with them. One time I left one of my thing on the lounge, and one of the staff went and looked for me.",2017-10-05,review jakarta tokyo return enjoy fly garuda indonesia friendly ground staff cabin crew always get feel home every time fly one time left one thing lounge one staff go look,Positive
334,"✅ Verified Review |  Palembang to Jakarta on GA105, the third flight of the day. Boarding was announced 5 minutes early, and we departed on time. Crew were good but rather distant - they were very busy serving 150 passengers food and drinks on the 50-minute sector. Seat comfort was perfectly acceptable for such a short haul flight - a good amount of legroom, seat width that's as to be expected from a 737. Food and drinks were a step up from my outbound flight out of Jakarta - the mixed nuts were replaced with a small roll of cake. IFE, although not very responsive, had a decent amount of content similar to Garuda's widebody IFE offering.",2017-10-02,review palembang jakarta ga105 third flight day boarding announce 5 minute early depart time crew good rather distant busy serve 150 passenger food drink 50minute sector seat comfort perfectly acceptable short haul flight good amount legroom seat width thats expect 737 food drink step outbound flight jakarta mixed nut replace small roll cake ife although responsive decent amount content similar garuda widebody ife offering,Positive
335,"✅ Verified Review |  I flew Jakarta to Amsterdam via Singapore on September 20th. Upon arrival at Jakarta Terminal-3 I was met by the Garuda First Class Team and they helped prepare all the necessary formalities including check-in. Check-in process was seamless and I was guided through fast track security and immigration The First Class lounge is very spacious and the selection of food and drinks was excellent. The boarding process is again seamless and the on-board service is 5 star plus and the crew were very attentive as usual. On the return flight from Amsterdam to Jakarta on September 25th I received the same excellent service. Both the outbound and inbound flights were on schedule. After arriving in Jakarta I was met by the Garuda First Class Team at the aircraft door and was brought through formalities and on the road with my luggage in less than 15 minutes. Great service, however I just heard that from the end of October 2017 that Garuda will no longer be providing First Class on the Jakarta to Amsterdam route, what a shame.",2017-09-28,review flew jakarta amsterdam via singapore september 20th upon arrival jakarta terminal3 met garuda first class team help prepare necessary formality include checkin checkin process seamless guide fast track security immigration first class lounge spacious selection food drink excellent boarding process seamless onboard service 5 star plus crew attentive usual return flight amsterdam jakarta september 25th receive excellent service outbound inbound flight schedule arrive jakarta met garuda first class team aircraft door brought formality road luggage less 15 minute great service however heard end october 2017 garuda longer provide first class jakarta amsterdam route shame,Positive
336,"✅ Verified Review |  Flew Jakarta to Palembang on GA112 on the 22nd of September. Our plane was a well-maintained, Sky Interior 737. Seat comfort was top notch, with generous padding and comfortable headrests. Seat width was inadequate, although to be expected from a 737, while pitch was well above industry average. Crew were again nothing short of exceptional, and almost every one of my flights with them met or even exceeded my already high expectations for GA’s service delivery. IFE was perfectly fine, even for a medium haul international flight. However, the food suffered a major setback from my last short haul experience with them - what used to consist of a piece of bread and cake with mineral water is replaced with simply a piece of bread and mixed nuts. The mineral water is gone, although these can be requested from the crew. However where Garuda skimps in quantity, it compensates in quality. The bread was very good, as were the mixed nuts. All in all a very good experience, and would fly with them again given that they don’t make further cuts to the experience.",2017-09-23,review flew jakarta palembang ga112 22nd september plane wellmaintained sky interior 737 seat comfort top notch generous pad comfortable headrest seat width inadequate although expect 737 pitch well industry average crew nothing short exceptional almost every one flight met even exceed already high expectation gas service delivery ife perfectly fine even medium haul international flight however food suffer major setback last short haul experience use consist piece bread cake mineral water replace simply piece bread mixed nut mineral water go although request crew however garuda skimps quantity compensates quality bread good mixed nut good experience would fly give dont make cut experience,Positive
337,"✅ Verified Review |  Jakarta to Surabaya. Never had a problem with Garuda before, but since I just had a baby, I found out that Garuda is not very baby friendly. One thing that's really inconvenient is they can't bring your stroller after you landed. You need to take it on the baggage claim. Ground crew say you can, turned out the stewardess don't know anything about the common practice of delivering a stroller.",2017-09-17,review jakarta surabaya never problem garuda since baby found garuda baby friendly one thing thats really inconvenient cant bring stroller land need take baggage claim ground crew say turn stewardess dont know anything common practice deliver stroller,Positive
338,"✅ Verified Review |  Singapore to Jakarta. Spotless cabin, cabin crew was gracious, polite and helpful. Food and drink service on board was very good. Inflight entertainment could be better but acceptable. Next time I definitely choose Garuda again. Next time I will try the business class.",2017-09-15,review singapore jakarta spotless cabin cabin crew gracious polite helpful food drink service board good inflight entertainment could well acceptable next time definitely choose garuda next time try business class,Positive
339,"✅ Verified Review |  Manado to Kakarta. The flight was really smooth. Cabin crew fantastic, very friendly and kind. Still put their service to the top notch. They provide good food also equipped with plenty of drinks choices and drinks offered frequently. The inflight entertainment was pretty good too.",2017-09-10,review manado kakarta flight really smooth cabin crew fantastic friendly kind still put service top notch provide good food also equip plenty drink choice drink offer frequently inflight entertainment pretty good,Positive
340,"✅ Verified Review |  Flew Haneda Tokyo to Jakarta. I often fly Garuda, I notice the lack of consistency in the service quality. In this flight I'd say I experienced one of the worst. Prior to take-off the male FA closed the overhead compartment leaving part of amenity plastic bag dangling, despite a few rounds of take-off preparation checking by FAs, nobody noticed it that I had to warn him as it may increase the chance the compartment will open during take-off. From his response, I'd say he did not seem to understand the importance of the issue in view of safety. He also lacked basic skills in service, when serving food it seemed like he was doing it for the first time and was very clumsy, eg: giving me a cup of tea with sugar but no stirrer.",2017-09-06,review flew haneda tokyo jakarta often fly garuda notice lack consistency service quality flight id say experienced one bad prior takeoff male fa close overhead compartment leave part amenity plastic bag dangle despite round takeoff preparation check fa nobody notice warn may increase chance compartment open takeoff response id say seem understand importance issue view safety also lack basic skill service serve food seem like first time clumsy eg give cup tea sugar stirrer,Positive
